obs_id,object,event_file,pixel,t_exp_s,time_start,time_end,time_span,n_all,rate_all,n_both_pass,rate_both_pass,n_large_only,rate_large_only,n_small_only,rate_small_only,n_both_flag,rate_both_flag
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,14,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,815,0.006673713501451091,546,0.004470978615696068,267,0.002186357674708517,2,1.6377211046505744e-05,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,15,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,2447,0.02003751771539978,2272,0.018604511748830526,175,0.0014330059665692526,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,16,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,660,0.005404479645346896,572,0.0046838823593006425,88,0.0007205972860462528,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,17,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,11922,0.09762455504822075,11687,0.09570023275025631,231,0.0018915678758714134,4,3.275442209301149e-05,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,18,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,15631,0.12799609293396563,15458,0.1265794641784429,173,0.0014166287555227469,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,19,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,792,0.006485375574416275,654,0.0053553480122073786,138,0.0011300275622088964,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,20,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,2199,0.018006743545633065,2053,0.016811207139238147,145,0.0011873478008716666,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,21,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,558,0.004569241881975103,493,0.004036982522963666,65,0.0005322593590114367,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,22,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,1587,0.012995316965402308,1498,0.012266531073832803,88,0.0007205972860462528,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,23,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,544,0.004454601404649563,250,0.002047151380813218,293,0.0023992614183130914,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,24,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,583,0.004773957020056424,500,0.004094302761626436,82,0.0006714656529067355,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,25,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,3280,0.02685862611626942,3024,0.024762343102316686,256,0.0020962830139527352,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,26,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,805,0.006591827446218562,711,0.005822098527032792,92,0.0007533517081392642,2,1.6377211046505744e-05,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,27,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,787,0.006444432546800011,775,0.006346169280520976,11,9.00746607557816e-05,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,28,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,2139,0.017515427214237895,2058,0.016852150166854412,81,0.0006632770473834826,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,29,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,634,0.005191575901742321,424,0.003471968741859218,207,0.0016950413433133445,3,2.4565816569758618e-05,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,30,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,425,0.0034801573473824707,233,0.0019079450869179191,191,0.0015640236549412986,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,31,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,1253,0.010260322720635848,1199,0.009818138022380194,53,0.00043399609273240224,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,32,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,514,0.004208943238951976,453,0.003709438302033551,60,0.0004913163313951724,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,33,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,3093,0.025327356883421134,3088,0.02528641385580487,4,3.275442209301149e-05,1,8.188605523252872e-06,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,34,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,828,0.006780165373253378,823,0.006739222345637114,5,4.094302761626436e-05,0,0.0,0,0.0
000161000,MCG-6-30-15,small_large_xa000161000rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,35,122120.91511312127,160875584.06706735,161088315.15963468,212731.09256732464,17556,0.14375915856622742,17482,0.1431532017575067,65,0.0005322593590114367,9,7.369744970927585e-05,0,0.0
